Date,Terms Data
2020-07-09,"{'coronavirus': 217651, '19': 206821, 'covid19': 150000, 'cases': 48285, 'amp': 38393, 'people': 38305, 'new': 37563, 'pandemic': 32737, 'trump': 31078, 'us': 27175, 'via': 24066, 'virus': 22582, 'health': 22056, 'deaths': 21754, 'get': 20364, 'like': 20006, 'realdonaldtrump': 18895, 'casos': 18301, 'one': 18097, 'news': 17821, '2020': 16987, '000': 15395, 'time': 15028, 'world': 14818, 'day': 13848, 'positive': 13817, 'need': 13792, 'help': 13232, 'mask': 13151, 'would': 13121, 'back': 13052, 'says': 12580, 'know': 12556, 'please': 12241, 'testing': 12147, 'death': 11979, 'si': 11927, 'go': 11848, 'today': 11724, 'test': 11660, 'state': 11602, 'due': 11568, 'many': 11488, 'still': 11485, 'see': 11392, 'schools': 11259, 'masks': 11128, 'going': 11042, 'could': 10953, 'da': 10885, 'home': 10558, 'crisis': 10530, 'school': 10477, 'may': 10360, 'even': 10288, 'july': 10273, 'take': 10240, 'total': 10107, 'good': 10065, 'spread': 10014, 'work': 9928, 'government': 9840, 'pandemia': 9654, 're': 9653, 'india': 9644, 'make': 9587, 'lockdown': 9570, 'country': 9542, 'di': 9515, 'states': 9363, '10': 9344, 'care': 9164, 'think': 9136, 'public': 8974, 'million': 8960, 'na': 8890, 'corona': 8753, 'also': 8700, 'said': 8618, 'first': 8570, 'read': 8533, 'live': 8505, 'president': 8447, 'right': 8428, 'well': 8404, 'want': 8330, 'the': 8206, 'patients': 8189, 'florida': 8181, 'year': 8077, 'say': 8036, 'vaccine': 7999, 'china': 7962, 'risk': 7939, 'die': 7927, 'children': 7723, 'data': 7624, 'tested': 7607, 'tests': 7560, 'per': 7480}"
2020-07-10,"{'covid': 219880, '19': 203045, 'covid19': 147067, 'cases': 49294, 'new': 39349, 'people': 37992, 'amp': 37316, 'pandemic': 31402, 'trump': 30096, 'us': 26074, 'via': 24349, 'virus': 23454, 'get': 21534, 'news': 20710, 'deaths': 20415, 'like': 19549, 'health': 19376, 'one': 19243, 'realdonaldtrump': 18764, 'casos': 17981, '10': 17659, '000': 17329, '2020': 16739, 'know': 16335, 'world': 15764, 'time': 14944, 'day': 14376, 'positive': 14368, 'china': 14358, 'mask': 13890, 'need': 13401, 'masks': 12926, 'would': 12782, 'back': 12474, 'help': 12398, 'says': 12322, 'death': 12184, 'state': 12123, 'please': 11716, 'go': 11613, 'going': 11572, 'na': 11474, 'many': 11291, 'si': 11285, 'see': 11204, 'still': 11152, 'due': 11140, 'spread': 11087, 'could': 10897, 'today': 10878, 'test': 10748, 'july': 10659, 'government': 10445, 'take': 10290, 'total': 10251, 'da': 10205, 'testing': 10064, 'even': 10046, 'may': 9804, 'di': 9744, 'good': 9705, 'crisis': 9699, 'florida': 9593, 're': 9412, 'patients': 9370, 'lockdown': 9334, 'home': 9309, 'work': 9086, 'schools': 9017, 'public': 8985, 'country': 8965, 'first': 8960, 'say': 8947, 'die': 8905, 'make': 8898, 'want': 8818, 'right': 8808, 'care': 8720, 'vaccine': 8695, 'think': 8661, 'also': 8589, 'states': 8567, 'well': 8525, 'india': 8482, 'school': 8451, 'wear': 8449, 'pandemia': 8332, 'the': 8320, 'said': 8236, 'read': 7959, 'chinese': 7858, 'corona': 7750, 'year': 7714, 'risk': 7706, 'hospital': 7602, 'response': 7422, 'face': 7393, 'way': 7333, 'support': 7329, 'children': 7310}"
2020-07-11,"{'covid': 155299, '19': 141182, 'covid19': 115794, 'cases': 36085, 'people': 29229, 'amp': 27393, 'new': 25852, 'trump': 21691, 'pandemic': 20328, 'us': 18582, 'positive': 18290, 'get': 17840, 'via': 17444, 'virus': 17329, 'deaths': 16869, 'news': 15832, 'like': 14786, 'one': 14573, 'mask': 14572, 'world': 13133, 'health': 12826, '000': 12720, 'casos': 12485, 'time': 11727, 'realdonaldtrump': 11326, 'day': 10596, 'florida': 10561, '2020': 10517, 'would': 10136, 'death': 10010, 'know': 10008, 'well': 9977, 'masks': 9977, '11': 9780, 'please': 9500, 'need': 9300, 'go': 9231, 'test': 9034, 'state': 8896, 'tested': 8837, 'hospital': 8785, 'india': 8717, 'si': 8657, 'china': 8640, 'corona': 8637, 'going': 8433, '10': 8241, 'many': 8224, 'back': 8177, 'still': 8164, 'help': 8106, 'lockdown': 8014, 'even': 7990, 'see': 7951, 'take': 7935, 'total': 7916, 'tests': 7711, 'spread': 7698, 'could': 7429, 'july': 7274, 'wear': 7252, 'bachchan': 7212, 'good': 7211, 'today': 7187, 'due': 7185, 'think': 7166, 'amitabhbachchan': 7155, 'di': 7076, 'also': 7010, 'home': 6987, 'country': 6935, 'da': 6933, 'first': 6813, 'patients': 6696, 'government': 6692, 'says': 6672, 'make': 6572, 'amitabh': 6510, 'die': 6486, 'the': 6382, 'public': 6343, 're': 6333, 'may': 6315, 'pandemia': 6297, 'right': 6205, 'crisis': 6190, 'na': 6156, 'soon': 6129, 'risk': 6081, 'testing': 6043, 'schools': 6004, 'say': 5994, 'care': 5954, 'said': 5952, 'want': 5930, 'year': 5918, 'states': 5771, 'let': 5756, 'work': 5608, 'way': 5602}"
2020-07-12,"{'covid': 178734, '19': 162408, 'covid19': 119259, 'cases': 49607, 'new': 38659, 'people': 35938, 'amp': 31490, 'trump': 30730, 'us': 24817, 'pandemic': 23209, 'florida': 23091, 'virus': 22123, 'deaths': 21818, 'positive': 20127, 'via': 19926, 'get': 19736, 'one': 19304, 'like': 18468, 'news': 18401, 'world': 17410, 'mask': 17345, '000': 17174, 'day': 16412, 'casos': 16011, 'time': 15956, 'realdonaldtrump': 15381, 'health': 14583, 'would': 12961, 'state': 12799, 'test': 12319, '12': 12172, 'know': 11773, 'masks': 11764, '2020': 11741, 'go': 11667, 'first': 11532, 'death': 11518, 'back': 11490, '15': 11169, 'need': 10961, 'record': 10864, 'fauci': 10752, 'si': 10633, 'going': 10602, 'please': 10224, 'still': 10209, 'many': 10150, 'india': 10066, 'well': 10013, 'total': 9959, 'even': 9941, 'schools': 9882, 'china': 9860, 'good': 9820, 'see': 9635, 'could': 9513, 'covid_19': 9370, 'spread': 9294, 'think': 9151, 'tested': 9131, 'take': 8819, 'home': 8584, 'school': 8578, 'help': 8549, 'country': 8543, 'dr': 8535, 'corona': 8491, 'also': 8376, 'vaccine': 8317, 'public': 8256, 'testing': 8130, 'lockdown': 8094, 'da': 8061, 're': 8033, 'says': 8026, 'di': 8009, 'right': 7955, 'na': 7934, 'bachchan': 7925, 'today': 7873, 'the': 7762, 'want': 7713, 'wear': 7659, 'tests': 7616, 'die': 7588, 'july': 7537, 'due': 7498, 'since': 7446, 'let': 7432, 'say': 7412, 'may': 7383, 'pandemia': 7381, 'risk': 7350, 'family': 7345, 'government': 7345, 'children': 7321, 'make': 7301, 'said': 7253, 'work': 7236, 'care': 7102}"
2020-07-13,"{'coronavirus': 210317, '19': 201419, 'covid19': 150628, 'cases': 47953, 'people': 40879, 'new': 38768, 'amp': 38665, 'trump': 35196, 'pandemic': 30112, 'us': 26929, 'virus': 24616, 'via': 23924, 'get': 22447, 'deaths': 21681, 'one': 21554, 'like': 20830, 'news': 20054, 'health': 19185, 'casos': 17536, 'realdonaldtrump': 17097, 'world': 16526, 'time': 16396, 'mask': 16237, 'covid_19': 15895, '2020': 15610, 'positive': 15495, '000': 15368, 'know': 14756, 'fauci': 14546, '13': 14454, 'would': 14367, 'back': 14272, 'need': 14002, 'florida': 13644, 'go': 13202, 'masks': 13114, 'state': 13066, 'day': 12962, 'could': 12417, 'vaccine': 12376, 'july': 12302, 'help': 12217, 'going': 12084, 'still': 11934, 'many': 11864, 'testing': 11823, 'dr': 11746, 'please': 11650, 'see': 11593, 'says': 11252, 'first': 11196, 'test': 11065, 'death': 11025, 'even': 10910, 're': 10879, 'good': 10806, 'today': 10753, 'spread': 10452, 'si': 10278, 'may': 10255, 'due': 10165, 'take': 10133, 'work': 10124, 'school': 10069, 'think': 9875, 'crisis': 9768, 'right': 9642, 'home': 9621, 'da': 9611, 'total': 9485, 'china': 9461, 'schools': 9447, 'the': 9391, 'country': 9374, 'wear': 9316, 'lockdown': 9268, 'india': 9166, 'government': 9164, 'face': 9161, 'pandemia': 9039, 'well': 8953, 'na': 8881, 'care': 8811, 'said': 8795, 'make': 8793, 'patients': 8730, 'also': 8698, 'want': 8595, 'public': 8468, 'say': 8440, 'year': 8429, 'di': 8406, 'corona': 8340, 'die': 8292, 'months': 8289, 'live': 8241, 'read': 8197, 'way': 7970, 'california': 7954, '10': 7895}"
2020-07-14,"{'coronavirus': 214148, '19': 207804, 'covid19': 176123, 'cases': 45276, 'people': 41947, 'amp': 41223, 'new': 38367, 'trump': 36032, 'pandemic': 33180, 'us': 31044, 'via': 25910, 'get': 24450, 'virus': 24408, 'deaths': 23075, 'health': 22785, 'one': 22458, 'like': 22151, 'news': 21661, 'vaccine': 18328, 'mask': 18308, 'realdonaldtrump': 17816, 'casos': 17295, 'time': 17147, 'masks': 17089, 'would': 16621, 'positive': 16137, 'world': 15885, '2020': 15610, 'need': 15361, 'know': 14799, 'testing': 14775, 'first': 14701, '000': 14701, 'florida': 14292, 'state': 13947, 'could': 13814, 'test': 13766, 'go': 13377, 'help': 13356, 'back': 13348, 'says': 13347, 'going': 13125, 'many': 13099, '14': 12992, 'data': 12735, 'death': 12653, 'please': 12350, 'day': 12349, 'still': 12221, 'good': 11957, 'see': 11895, 'tested': 11820, 'even': 11790, 'july': 11734, 'response': 11722, 'today': 11502, 'school': 11262, 'lockdown': 11134, 're': 11007, 'spread': 10967, 'china': 10867, 'si': 10855, 'schools': 10741, 'work': 10720, 'think': 10669, 'face': 10662, 'take': 10567, 'wear': 10532, 'pandemia': 10483, 'due': 10406, 'may': 10346, 'much': 10318, 'total': 10273, 'crisis': 10139, 'home': 10100, 'make': 9942, 'public': 9914, 'government': 9807, 'da': 9758, 'right': 9711, 'want': 9707, 'cdc': 9671, 'country': 9640, 'na': 9596, 'care': 9550, 'said': 9445, 'patients': 9328, '10': 9262, 'states': 9230, 'the': 9193, 'numbers': 9188, 'well': 9182, 'also': 9076, 'say': 8993, 'stop': 8800, 'let': 8688, 'way': 8666, 'di': 8579, 'read': 8517, 'die': 8418}"
2020-07-15,"{'coronavirus': 199219, '19': 193624, 'covid19': 160329, 'cases': 40761, 'trump': 39997, 'amp': 38685, 'people': 38576, 'new': 35967, 'pandemic': 31102, 'us': 27807, 'data': 26605, 'via': 23258, 'get': 22596, 'virus': 22573, 'health': 21878, 'like': 21079, 'one': 19769, 'news': 19759, 'deaths': 19343, 'cdc': 18231, 'vaccine': 18014, 'realdonaldtrump': 17602, 'positive': 17522, 'mask': 17495, 'time': 17363, 'masks': 16508, 'casos': 15496, '2020': 14466, '000': 14410, 'know': 14347, 'world': 14301, 'would': 14278, 'need': 13934, 'na': 13552, 'going': 13347, 'could': 12946, 'help': 12883, '15': 12655, 'go': 12570, 'day': 12191, 'says': 12188, 'state': 11844, 'please': 11761, 'first': 11728, 'today': 11728, 'numbers': 11688, 'see': 11561, 'public': 11548, 'back': 11526, 'good': 11426, 'many': 11364, 'test': 11243, 'florida': 11126, 'still': 11039, 'control': 11012, 'testing': 10997, 'government': 10746, 'even': 10633, 'july': 10477, 'make': 10346, 'death': 10338, 'crisis': 10171, 're': 10170, 'hospitals': 10108, 'wear': 10106, 'work': 10060, 'hospital': 10013, 'tested': 9982, 'due': 9977, 'think': 9781, 'si': 9749, 'take': 9538, 'much': 9521, 'administration': 9500, 'country': 9431, 'right': 9412, 'the': 9406, 'corona': 9367, 'want': 9332, 'spread': 9246, 'response': 9239, 'di': 9235, 'may': 9182, 'stop': 9083, 'da': 9079, 'total': 9076, 'china': 9063, 'well': 9000, '10': 8834, 'read': 8587, 'say': 8553, 'let': 8518, 'home': 8507, 'pandemia': 8483, 'lockdown': 8481, 'face': 8474, 'care': 8463, 'said': 8455, 'school': 8367, 'die': 8261}"
2020-07-16,"{'coronavirus': 215003, '19': 207379, 'covid19': 172332, 'cases': 47096, 'amp': 42561, 'trump': 42503, 'people': 41485, 'new': 37034, 'pandemic': 33085, 'us': 30384, 'via': 25673, 'virus': 23454, 'vaccine': 23138, 'mask': 22546, 'like': 22509, 'get': 22507, 'one': 21839, 'deaths': 21727, 'health': 21697, 'data': 21486, 'news': 20204, 'masks': 18491, 'casos': 17825, '000': 17602, 'positive': 17007, 'time': 16701, 'state': 16476, '2020': 15768, 'realdonaldtrump': 15693, 'need': 15265, 'know': 15179, 'would': 14815, 'world': 14733, 'cdc': 14474, 'help': 14030, 'day': 13365, 'back': 13067, 'going': 12756, 'go': 12753, 'could': 12345, 'test': 12315, 'today': 12306, 'see': 12250, 'says': 12217, 'many': 12081, 'florida': 12010, 'public': 11876, 'still': 11858, 'please': 11752, '16': 11743, 'death': 11615, 'testing': 11480, 'crisis': 11479, 'good': 11410, 'work': 11012, 'make': 10859, 'wear': 10833, 'even': 10761, 're': 10742, 'government': 10517, 'uk': 10436, 'spread': 10303, 'states': 10264, 'school': 10255, 'due': 10231, 'si': 10219, 'da': 10131, 'take': 10127, 'want': 10123, 'total': 10107, 'right': 10078, 'care': 9972, 'july': 9969, 'governor': 9952, 'say': 9900, 'china': 9855, 'research': 9805, '10': 9741, 'think': 9666, 'numbers': 9660, 'lockdown': 9605, 'first': 9602, 'country': 9465, 'hospital': 9463, 'schools': 9414, 'india': 9406, 'said': 9394, 'way': 9378, 'home': 9249, 'also': 9219, 'stop': 9201, 'children': 9169, 'response': 9148, 'pandemia': 9146, 'the': 9129, 'die': 9101, 'read': 8977, 'well': 8914, 'control': 8844, 'na': 8804}"
2020-07-17,"{'covid': 217091, 'coronavirus': 208217, '19': 198150, 'covid19': 159373, 'cases': 49330, 'people': 39465, 'amp': 39355, 'new': 37426, 'trump': 32742, 'pandemic': 29753, 'us': 27466, 'via': 24575, 'deaths': 22301, 'virus': 22123, 'one': 21907, 'health': 20875, 'news': 20234, 'get': 20187, 'like': 19254, 'mask': 18569, 'casos': 17943, '000': 17848, 'positive': 16208, 'time': 15517, '2020': 15432, 'world': 15136, 'realdonaldtrump': 14774, 'day': 14758, 'death': 14757, 'would': 14667, 'masks': 14515, 'know': 14425, 'vaccine': 13753, 'need': 13464, 'test': 13412, 'data': 13407, 'back': 13119, 'india': 13087, 'state': 12765, 'help': 12488, 'says': 12450, '17': 11646, 'go': 11563, 'many': 11293, 'florida': 11268, 'please': 11162, 'going': 11144, 'still': 10845, 'could': 10765, 'today': 10758, 'see': 10665}"
2020-07-18,"{'covid': 163477, '19': 149659, 'covid19': 118591, 'cases': 39332, 'new': 32140, 'people': 31819, 'trump': 29114, 'amp': 28596, 'pandemic': 22880, 'virus': 22273, 'us': 19923, 'one': 19455, 'via': 18683, 'deaths': 18669, 'get': 16174, 'news': 16024, 'like': 15644, 'positive': 15185, 'casos': 14614, 'mask': 14097, 'health': 13607, 'masks': 12996, '000': 12825, 'death': 12275, 'realdonaldtrump': 12075, 'time': 11911, 'testing': 11888, 'world': 11546, 'know': 11276, '2020': 11185, 'would': 11129, 'test': 10863, 'need': 10315, 'day': 10257, 'please': 10085, 'help': 9943, '18': 9691, 'state': 9646, 'vaccine': 9485, 'many': 9168, 'texas': 9155, 'data': 9080, 'total': 9044, 'spread': 9004, 'go': 8896, 'cdc': 8885, 'could': 8708, 'even': 8692, 'si': 8679, 'see': 8672, 'county': 8524, 'still': 8388, 'india': 8369, 'wear': 8275, 'tested': 8232, 'back': 8102, 'the': 8088, 'going': 8049, 'good': 8043, 'na': 7835, 'da': 7763, 'corona': 7755, 'says': 7748, 'government': 7710, '10': 7671, 'make': 7651, 'children': 7432, 'think': 7429, 'want': 7423, 'florida': 7389, 're': 7362, 'states': 7255, 'china': 7250, 'take': 7249, 'today': 7249, 'country': 7177, 'home': 7160, 'right': 7080, 'di': 6964, 'may': 6938, 'due': 6887, 'public': 6842, 'care': 6791, 'die': 6724, 'million': 6690, 'patients': 6615, 'first': 6574, 'also': 6537, 'pandemia': 6502, 'daily': 6456, 'work': 6443, 'stop': 6419, 'lockdown': 6406, 'july': 6399, 'well': 6339, 'crisis': 6334, 'numbers': 6313, 'much': 6247, 'americans': 6192, 'said': 6189}"
2020-07-19,"{'covid': 165303, '19': 157923, 'covid19': 113135, 'cases': 41520, 'trump': 39521, 'people': 32561, 'new': 31133, 'amp': 30291, 'virus': 22472, 'pandemic': 21585, 'deaths': 20705, 'us': 20035, 'via': 19405, 'news': 17877, 'get': 16989, 'one': 16826, '000': 16270, 'like': 15804, 'realdonaldtrump': 15245, 'casos': 14504, 'mask': 13371, 'health': 13248, 'positive': 13039, 'world': 12672, 'masks': 12261, 'day': 12238, 'testing': 12120, 'time': 12039, 'would': 11453, '2020': 11317, 'death': 11290, 'need': 10644, 'know': 10221, 'test': 9987, 'please': 9710, 'help': 9619, 'india': 9544, 'si': 9441, 'spread': 9429, 'even': 9338, 'state': 9118, 'many': 9118, 'total': 9012, 'go': 8977, 'see': 8770, 'still': 8716, 'could': 8703, 'vaccine': 8579, 'right': 8559, '10': 8505, 'going': 8453, 'crisis': 8424, 'data': 8116, 'back': 7975, 'says': 7965, 'country': 7909, 'take': 7833, 'government': 7821, 'good': 7714, 'think': 7695, 'make': 7556, 'lockdown': 7467, 'america': 7431, 'the': 7391, 'want': 7317, 'daily': 7305, 'much': 7286, 'due': 7284, 'di': 7252, 'cdc': 7166, 'corona': 7154, 'president': 7137, 'china': 7061, 'wear': 7000, 'da': 6997, 'die': 6974, 'response': 6927, 'also': 6926, 'pandemia': 6878, 'na': 6872, 'today': 6825, 'said': 6781, 'florida': 6743, 'states': 6717, 'dr': 6704, 'may': 6703, 'home': 6700, 're': 6670, 'stop': 6639, 'work': 6631, 'public': 6538, 'well': 6508, 'fauci': 6442, 'reports': 6393, 'july': 6257, '24': 6221, 'say': 6160, 'children': 6126, 'care': 6101, 'tests': 6036}"
2020-07-20,"{'coronavirus': 216048, '19': 204475, 'covid19': 153180, 'cases': 40598, 'amp': 37613, 'trump': 36213, 'people': 35582, 'new': 34426, 'vaccine': 33480, 'pandemic': 30138, 'news': 25760, 'virus': 24950, 'via': 24826, 'us': 24050, 'get': 21931, 'like': 18749, 'one': 18352, 'oxford': 18241, 'health': 17575, 'deaths': 17511, 'casos': 17008, '2020': 16659, 'positive': 16370, 'mask': 15730, '20': 15439, 'realdonaldtrump': 15373, 'time': 15348, 'world': 15080, '000': 14719, 'response': 13889, 'need': 13248, 'would': 13169, 'test': 13132, 'testing': 12945, 'masks': 12842, 'due': 12558, 'know': 12394, 'help': 12393, 'good': 12064, 'back': 12035, 'da': 11913, 'go': 11901, 'na': 11888, 'china': 11291, 'says': 11166, 'please': 11061, 'first': 10957, 'day': 10858, 'going': 10803, 'many': 10786, 'still': 10784, 'si': 10773, 'see': 10697, 'today': 10674, 'could': 10474, 'even': 10455, 'uk': 10378, 'death': 10182, 'state': 9995, 'crisis': 9912, 'work': 9764, 'di': 9658, 'take': 9652, 'data': 9543, 'india': 9537, 'spread': 9515, 'vacuna': 9513, 'july': 9425, 'total': 9404, '10': 9382, 'government': 9333, 'home': 9164, 'covidー19': 9077, 'right': 9074, 'may': 9030, 'immune': 9024, 'country': 8891, 'com': 8857, 're': 8749, 'the': 8713, 'pandemia': 8688, 'public': 8492, 'well': 8396, 'make': 8336, 'safe': 8307, 'think': 8212, 'said': 8201, 'corona': 8191, 'results': 8116, 'school': 8063, 'care': 8031, 'want': 7960, 'also': 7934, 'face': 7920, 'president': 7913, 'read': 7869, 'eu': 7863, 'say': 7802, 'let': 7775, 'wear': 7749}"
2020-07-21,"{'coronavirus': 213265, '19': 203542, 'covid19': 173755, 'trump': 42987, 'cases': 39032, 'amp': 38877, 'people': 36334, 'new': 35811, 'pandemic': 32334, 'us': 28153, 'virus': 26111, 'get': 26042, 'via': 25442, 'news': 20636, 'vaccine': 20437, 'deaths': 19832, 'like': 19193, 'one': 19178, 'realdonaldtrump': 19061, 'health': 18536, 'casos': 17794, '000': 16779, 'time': 16568, 'mask': 16045, '2020': 16027, 'says': 14355, 'positive': 14251, 'world': 14188, 'testing': 14125, 'would': 14120, 'know': 13783, 'help': 13576, 'need': 13490, 'masks': 13194, 'today': 13183, 'china': 12834, 'test': 12520, 'day': 12372, 'back': 12053, '21': 11688, 'going': 11448, 'state': 11395, 'still': 11335, 'go': 11331, 'due': 11174, 'please': 11144, 'many': 11106, 'crisis': 11000, 'could': 10807, 'na': 10773, 'see': 10722, 'even': 10636, 'si': 10620, 'death': 10445, 'good': 10386, 'pandemia': 10191, 'da': 10141, 'work': 10136, 'spread': 10045, 'data': 9974, 'home': 9967, 'first': 9907, 'total': 9716, 'take': 9660, 'public': 9615, 'may': 9528, 'president': 9525, 'di': 9410, 'government': 9338, 'well': 9276, '10': 9117, 'july': 9094, 're': 9079, 'make': 9058, 'care': 9027, 'said': 9025, 'country': 8964, 'response': 8904, 'also': 8794, 'vacuna': 8792, 'live': 8747, 'want': 8639, 'india': 8594, 'better': 8464, 'school': 8430, 'right': 8350, 'think': 8204, 'the': 8155, 'year': 8118, 'wear': 8108, 'since': 8086, 'say': 8062, 'hospital': 7981, 'corona': 7952, 'eu': 7947, 'tested': 7830, 'stop': 7815, 'tests': 7676, 'much': 7658, 'read': 7617}"
2020-07-22,"{'19': 208357, 'coronavirus': 208170, 'covid19': 159477, 'cases': 42075, 'amp': 39024, 'new': 38826, 'trump': 37752, 'people': 36233, 'pandemic': 32451, 'us': 30917, 'virus': 27782, 'via': 24897, 'get': 21902, 'deaths': 21336, 'vaccine': 20733, 'casos': 19235, 'one': 19086, 'news': 19083, 'like': 18232, 'health': 18116, '000': 16683, 'time': 16405, '2020': 15948, 'mask': 14557, 'china': 14246, 'positive': 14173, 'world': 14166, 'know': 13835, 'help': 13769, 'realdonaldtrump': 13705, 'need': 13547, 'would': 13008, 'masks': 12804, 'state': 12765, 'testing': 12388, 'day': 12052, 'test': 11710, 'today': 11643, 'si': 11110, 'please': 11031, '22': 11020, 'says': 10900, 'da': 10845, 'back': 10792, 'still': 10724, 'death': 10708, 'due': 10595, 'government': 10541, 'spread': 10529, 'could': 10489, 'work': 10391, 'see': 10371, 'home': 10261, 'many': 10240, 'go': 10206, 'total': 10134, 'na': 10123, 'crisis': 10067, 'million': 9984, 'even': 9946, 'di': 9836, 'going': 9687, 'may': 9640, 'response': 9563, 'first': 9513, 'take': 9379, 'pandemia': 9328, 'good': 9205, 'july': 8921, 're': 8823, '10': 8731, 'corona': 8675, '100': 8652, 'well': 8552, 'said': 8427, 'data': 8346, 'the': 8322, 'care': 8314, 'public': 8269, 'president': 8229, 'say': 8162, 'lockdown': 8150, 'americans': 8115, 'country': 8095, 'live': 8069, 'make': 7947, 'tests': 7938, 'think': 7929, 'also': 7910, 'right': 7882, 'year': 7810, 'want': 7793, 'read': 7737, 'india': 7735, '24': 7716, 'stop': 7640, 'much': 7597, 'patients': 7572, 'since': 7508, 'support': 7408}"
2020-07-23,"{'coronavirus': 207512, '19': 203090, 'covid19': 141240, 'cases': 46240, 'amp': 37442, 'new': 37329, 'trump': 35650, 'people': 34473, 'pandemic': 31807, 'us': 26457, 'virus': 25292, 'via': 23860, 'deaths': 21893, 'casos': 19714, 'news': 19541, 'health': 18927, 'one': 18303, 'get': 18139, 'like': 17751, '2020': 17513, 'realdonaldtrump': 15691, '000': 15403, 'time': 14958, 'vaccine': 14899, 'world': 13905, 'know': 13369, 'china': 13285, 'positive': 12961, 'day': 12951, 'help': 12869, 'need': 12782, 'would': 12705, 'mask': 12668, 'million': 12517, 'state': 11938, 'due': 11843, 'today': 11758, 'says': 11706, 'test': 11627, '23': 11492, 'death': 11325, 'back': 11039, 'masks': 11010, 'testing': 10787, 'covid_19': 10700, 'still': 10590, 'could': 10551, 'spread': 10482, 'total': 10344, 'government': 10262, 'si': 10207, 'many': 10151, 'go': 10135, 'see': 10013, 'da': 9953, 'crisis': 9925, 'good': 9744, 'please': 9740, 'even': 9665, 'work': 9606, 'home': 9592, 'going': 9576, 'first': 9367, 'india': 9294, 'take': 9289, '24': 9201, 'response': 9020, 'year': 8976, 'may': 8960, 'pandemia': 8954, 'country': 8929, 'na': 8880, 'di': 8803, '10': 8769, 'school': 8743, 'schools': 8664, 'july': 8624, 'corona': 8492, 'public': 8365, 'florida': 8268, 'said': 8218, 'care': 8190, 'also': 8174, 'social': 8144, 're': 8134, 'face': 8134, 'right': 8111, 'die': 8087, 'president': 8079, 'say': 8057, 'make': 7985, 'the': 7972, 'think': 7928, 'well': 7754, 'gop': 7717, 'live': 7673, 'read': 7581, 'want': 7534, 'tests': 7506, 'patients': 7317}"
2020-07-24,"{'coronavirus': 190856, '19': 189455, 'covid19': 139822, 'cases': 39602, 'amp': 34553, 'new': 33750, 'people': 32066, 'pandemic': 28505, 'trump': 26646, 'via': 24739, 'us': 23566, 'virus': 23345, 'deaths': 18611, 'casos': 17865, 'health': 17203, 'one': 16949, 'get': 16777, '2020': 16652, '24': 16601, 'like': 16461, 'news': 15943, '000': 13888, 'mask': 13684, 'time': 13623, 'need': 12744, 'know': 12726, 'death': 12395, 'world': 12385, 'realdonaldtrump': 12358, 'would': 11991, 'vaccine': 11852, 'masks': 11823, 'help': 11603, 'day': 11298, 'positive': 11124, 'school': 11015, 'today': 10778, 'back': 10738, 'says': 10703, 'covid_19': 10418, 'test': 10311, 'spread': 10256, 'si': 10223, 'home': 10218, 'china': 9925, 'could': 9909, 'due': 9903, 'die': 9758, 'many': 9698, 'still': 9573, 'go': 9436, 'state': 9393, 'total': 9388, 'schools': 9369, 'da': 9340, 'care': 9320, 'see': 9256, 'going': 9237, 'take': 9125, 'please': 9070, 'social': 9052, 'year': 9038, 'pandemia': 8980, 'even': 8869, 'work': 8730, 'testing': 8638, 'corona': 8585, 'india': 8569, 'crisis': 8553, 'country': 8509, 'good': 8488, 'face': 8470, 'government': 8467, 'patients': 8379, 'first': 8295, 'di': 8214, 'july': 8184, 'the': 8086, 'children': 8007, '10': 7915, 'dr': 7912, 'million': 7760, 're': 7742, 'may': 7740, 'make': 7705, 'every': 7566, 'public': 7416, 'wear': 7405, 'hospital': 7340, 'well': 7336, 'want': 7298, 'say': 7276, 'et': 7232, 'also': 7162, 'right': 7100, 'think': 7073, 'florida': 7008, 'na': 6965, 'lockdown': 6947, 'said': 6936}"
