Date,Terms Data
2020-05-16,"{'covid': 216289, '19': 203197, 'covid19': 189034, 'people': 43734, 'amp': 42646, 'new': 38720, 'trump': 38495, 'cases': 38293, 'NaN': 37547, 'via': 33944, 'pandemic': 32890, 'us': 29930, 'deaths': 28759, 'virus': 26090, 'lockdown': 24992, 'news': 24527, 'like': 22809, 'one': 21550, 'realdonaldtrump': 21220, 'get': 20348, 'china': 20104, 'may': 19910, 'health': 18982, 'time': 17969, 'casos': 17787, 'world': 17623, '000': 17443, 'si': 16541, 'death': 16444, '2020': 16346, 'would': 15803, 'da': 15610, 'home': 15464, 'di': 15411, 'know': 14824, 'crisis': 14573, 'help': 14280, 'need': 14187, 'vaccine': 13897, 'go': 13751, 'could': 13433, 'total': 13397, 'see': 13215, '16': 13127, 'back': 12943, 'corona': 12899, 'government': 12859, 'many': 12757, 'state': 12552, 'says': 12385, 'et': 12174, 'please': 12116, 'good': 12111, 'testing': 11994, 'patients': 11982, 'day': 11981, 'test': 11853, 'due': 11826, 'il': 11814, 'work': 11748, 'even': 11628, 'today': 11440, 'still': 11334, 'india': 11320, 'the': 11308, 'read': 11193, 'going': 10972, 'country': 10911, 'die': 10881, 'response': 10864, 'think': 10695, 'des': 10690, 'na': 10634, 'make': 10561, 'positive': 10508, 'first': 10472, 'take': 10420, 'em': 10383, 'per': 10371, 'president': 10319, 'care': 10205, 'covid_19': 10147, 'pandemia': 10057, 're': 9732, '10': 9708, 'bill': 9682, 'want': 9630, 'live': 9566, '15': 9562, 'com': 9485, 'du': 9369, 'não': 9333, 'way': 9320, 'obama': 9300, 'social': 9299, 'right': 9242, 'also': 9219, 'uk': 9197, 'well': 9134, 'est': 9048}"
2020-05-17,"{'covid': 194643, '19': 183314, 'covid19': 173540, 'NaN': 51222, 'people': 42701, 'amp': 40001, 'trump': 38141, 'new': 36910, 'cases': 36230, 'via': 30854, 'pandemic': 29895, 'us': 26633, 'virus': 25744, 'lockdown': 24855, 'deaths': 23760, 'news': 22933, 'like': 22923, 'one': 20525, 'may': 19835, 'realdonaldtrump': 19673, 'china': 19506, 'get': 18976, 'health': 18966, '000': 18253, 'world': 18241, 'time': 17204, 'casos': 16144, '2020': 15504, 'death': 15160, 'would': 15001, 'di': 14896, 'si': 14792, 'know': 14268, 'go': 14204, 'crisis': 13953, 'vaccine': 13925, 'da': 13427, 'back': 13222, 'home': 13222, 'state': 13209, 'need': 13090, 'government': 12841, 'help': 12786, 'could': 12786, 'day': 12713, 'many': 12350, 'see': 12112, 'says': 12050, '17': 11748, 'test': 11559, 'total': 11437, 'corona': 11366, 'even': 11199, 'good': 11138, 'na': 11089, 'please': 10969, 'country': 10743, 'india': 10657, 'response': 10651, 'going': 10537, 'still': 10432, 'testing': 10426, 'die': 10388, 'due': 10369, 'today': 10286, 'positive': 10282, 'think': 10179, 'take': 10025, 'uk': 10018, 'first': 9890, 'work': 9850, 'obama': 9803, 'il': 9743, 'the': 9727, 'want': 9620, 'make': 9599, 'patients': 9465, 'live': 9437, 'let': 9415, 'read': 9407, 'pandemia': 9375, 'right': 9344, 'et': 9344, 're': 9285, 'president': 9278, '10': 9198, 'also': 9169, 'well': 9121, 'say': 9101, 'per': 9076, 'said': 8996, 'social': 8909, 'des': 8799, 'care': 8597, 'way': 8494, 'really': 8424, 'não': 8330, 'em': 8273, 'spread': 8094, 'must': 8087}"
2020-05-18,"{'covid19': 210551, 'covid': 206824, '19': 196381, 'NaN': 59663, 'amp': 42625, 'people': 39915, 'new': 35474, 'pandemic': 33371, 'trump': 33134, 'cases': 32156, 'via': 31567, 'lockdown': 28268, 'us': 27696, 'news': 24941, 'virus': 22847, 'health': 21747, 'like': 21125, 'may': 21004, 'china': 20811, 'one': 20205, 'get': 19506, 'deaths': 18933, 'world': 18629, 'vaccine': 18105, 'crisis': 17324, 'time': 17259, 'di': 16731, '000': 16124, 'realdonaldtrump': 15480, '2020': 15461, 'help': 15332, 'would': 14423, 'know': 14387, 'says': 14366, 'covid_19': 14191, 'need': 13918, 'casos': 13902, '18': 13836, 'si': 13771, 'da': 13491, 'today': 13401, 'back': 12800, 'home': 12667, 'go': 12662, 'work': 12595, 'many': 12381, 'could': 12305, 'government': 12302, 'state': 12145, 'positive': 12138, 'corona': 12135, 'see': 12086, 'et': 12078, 'death': 11914, 'take': 11875, 'please': 11762, 'good': 11756, 'monday': 11723, 'due': 11325, 'day': 11214, 'na': 11139, 'lockdown4': 11097, 'response': 11000, 'test': 10979, 'des': 10967, 'il': 10892, 'even': 10892, 'first': 10863, 'uk': 10681, 'stayhome': 10674, 'still': 10658, 'taking': 10433, 're': 10301, 'care': 10282, 'testing': 10149, 'going': 10090, 'pandemia': 10065, 'per': 10022, 'india': 9947, 'patients': 9944, 'total': 9879, 'staysafe': 9876, 'president': 9745, 'social': 9739, 'make': 9734, 'mondaythoughts': 9716, 'live': 9707, 'du': 9497, 'the': 9483, 'also': 9407, 'die': 9384, 'said': 9274, 'read': 9239, 'support': 9214, 'right': 9202, 'well': 9143, 'hydroxychloroquine': 9126, 'think': 9118, 'country': 9054, 'let': 9021}"
2020-05-19,"{'covid': 201255, '19': 198124, 'covid19': 138959, 'NaN': 59124, 'trump': 35666, 'new': 33235, 'people': 29435, 'cases': 28196, 'via': 25235, 'amp': 24556, 'pandemic': 24326, 'covid_19': 22813, 'news': 21744, 'us': 21359, 'lockdown2020': 17035, 'may': 16770, 'hydroxychloroquine': 16649, 'like': 16638, 'china': 16551, 'one': 15982, 'health': 15784, 'angiemotshekga': 15557, 'kadirgecesi': 15435, 'happybirthdayntr': 15400, 'ليله_27': 15395, 'ليلة_القدر': 15382, 'deaths': 15324, 'realdonaldtrump': 14909, 'casos': 14345, 'get': 14192, 'says': 14078, 'virus': 13687, 'lockdown': 13685, 'time': 13277, 'world': 13219, '000': 13059, '2020': 12984, 'crisis': 12961, 'da': 12026, 'di': 11753, 'vaccine': 11450, 'the': 11430, 'si': 11294, 'help': 11092, 'data': 11012, 'need': 10898, 'would': 10805, 'state': 10530, 'know': 10422, 'today': 10349, 'could': 10336, 'taking': 10114, 'na': 10085, 'home': 10052, 'positive': 10042, 'good': 9746, 'government': 9519, 'day': 9513, 'see': 9235, 'work': 9130, 're': 9114, 'many': 8985, 'back': 8949, 'go': 8916, 'due': 8852, 'testing': 8849, 'take': 8786, 'first': 8723, 'il': 8594, 'em': 8536, 'care': 8498, 'death': 8478, 'india': 8424, 'corona': 8291, 'president': 8152, 'total': 8135, 'test': 8114, 'live': 8070, 'uk': 8067, 'response': 8057, 'et': 8052, 'going': 8046, 'des': 7938, 'to': 7779, 'global': 7676, 'still': 7629, 'per': 7627, 'say': 7590, 'pandemia': 7589, 'patients': 7582, 'dan': 7568, 'please': 7553, 'de': 7498, 'make': 7484, 'du': 7483, 'com': 7437, 'think': 7357, 'even': 7291, 'true': 7232, 'latest': 7191}"
2020-05-20,"{'covid': 199509, '19': 193825, 'covid19': 112187, 'NaN': 59167, 'new': 34352, 'cases': 29751, 'people': 29631, 'trump': 26892, 'via': 26649, 'pandemic': 24911, 'amp': 24212, 'news': 20477, 'us': 20470, 'like': 16809, 'may': 16153, 'virus': 15863, 'one': 15862, 'casos': 15821, 'health': 15567, 'deaths': 15405, 'di': 15286, '2020': 15253, 'covid_19': 14654, 'get': 14530, 'realdonaldtrump': 14492, 'na': 14206, 'china': 13849, '20': 13548, 'world': 13513, 'says': 13457, 'da': 13402, '000': 12991, 'crisis': 12783, 'lockdown': 12401, 'time': 11977, 'would': 11625, 'the': 11393, 'day': 11314, 'si': 11050, 'could': 10462, 'today': 10457, 'know': 10371, 'first': 10086, 'help': 10067, 'due': 10031, 'need': 9996, 'home': 9742, 'wave': 9653, 'data': 9463, 'government': 9358, 'state': 9317, 'go': 9203, 'good': 9167, 'corona': 9014, 'em': 8962, 'many': 8866, 'test': 8839, 'see': 8754, 'não': 8620, 'testing': 8617, 'back': 8594, 'work': 8589, 're': 8434, 'positive': 8389, 'say': 8341, 'per': 8307, 'to': 8263, 'going': 8260, 'total': 8207, 'live': 8141, 'care': 8115, 'vaccine': 8071, 'still': 8049, 'death': 8021, 'et': 8009, 'il': 8003, 'patients': 8002, 'uk': 7844, 'des': 7723, 'love': 7701, 'even': 7607, 'response': 7600, 'india': 7534, 'million': 7493, 'de': 7433, 'com': 7388, 'take': 7349, 'pandemia': 7264, 'du': 7259, 'spread': 7201, 'make': 7193, 'quarantine': 7183, 'think': 7148, 'right': 7131, 'update': 7048, 'support': 7046, 'latest': 6931, 'please': 6911, 'really': 6867, 'business': 6841}"
2020-05-21,"{'covid': 246092, '19': 233720, 'covid19': 173395, 'NaN': 52402, 'amp': 46727, 'people': 44469, 'new': 43327, 'cases': 40784, 'pandemic': 39705, 'via': 38229, 'trump': 36123, 'us': 32516, 'news': 26999, 'virus': 24380, 'deaths': 24187, 'like': 23921, 'health': 23872, 'one': 23211, 'may': 22215, '000': 21556, 'get': 21292, 'lockdown': 20800, 'casos': 20677, 'time': 19946, 'covid_19': 19893, 'crisis': 18751, 'would': 18518, '2020': 18334, 'china': 17834, 'world': 17817, 'realdonaldtrump': 17110, 'help': 16842, 'says': 16817, 'know': 16633, 'need': 16040, 'could': 15801, 'di': 15430, 'day': 15223, 'da': 14939, 'si': 14826, 'work': 14597, 'home': 14492, 'see': 13978, 'state': 13973, 'today': 13877, 'vaccine': 13405, 'due': 13261, '20': 13216, 'go': 13158, 'still': 13155, 'many': 13097, 'test': 12990, 'pandemia': 12953, 'good': 12921, 'death': 12789, 'back': 12660, 'na': 12535, 'million': 12534, 'government': 12411, 'total': 12222, 'read': 12137, 'take': 12068, 'please': 11816, 'going': 11796, 'even': 11740, '21': 11725, 'support': 11717, 'per': 11692, 'data': 11675, 'country': 11583, 'care': 11373, 'spread': 11281, 'first': 11249, 'positive': 11242, 're': 11219, 'social': 11184, 'testing': 11166, 'live': 11140, 'make': 11017, 'response': 11017, 'patients': 10949, 'corona': 10922, 'uk': 10598, 'il': 10460, 'et': 10365, 'workers': 10357, 'say': 10341, 'think': 10306, 'right': 10218, 'em': 10206, 'global': 10181, 'want': 10176, 'said': 10155, 'also': 9834, 'way': 9822, 'let': 9820, '10': 9653, 'well': 9574, 'stay': 9457, 'public': 9447}"
2020-05-22,"{'covid': 241074, '19': 229764, 'covid19': 170628, 'amp': 43337, 'people': 42242, 'new': 40089, 'NaN': 39354, 'trump': 37817, 'pandemic': 36119, 'cases': 34540, 'via': 33669, 'us': 28128, 'news': 25883, 'virus': 23111, 'deaths': 22952, 'one': 21887, 'may': 21527, 'like': 21219, 'health': 20406, '000': 19970, 'get': 19766, 'casos': 19719, 'lockdown': 19695, '2020': 19280, 'time': 18338, 'di': 17785, 'crisis': 17448, 'realdonaldtrump': 17136, 'china': 16512, 'help': 16266, 'world': 16246, 'would': 16069, 'need': 15463, 'death': 15343, 'says': 15285, 'could': 15272, 'home': 15116, 'da': 15021, 'patients': 14536, 'day': 14485, 'know': 13979, 'vaccine': 13537, 'si': 13351, 'government': 13283, 'today': 13229, 'many': 13204, 'work': 13002, 'due': 12912, 'see': 12791, 'state': 12766, 'go': 12668, 'pandemia': 12080, 'total': 11881, '10': 11717, 'take': 11656, 'still': 11590, 'good': 11586, 'covidー19': 11426, '22': 11401, 'positive': 11378, 'please': 11345, 'back': 11338, 'uk': 11240, 'country': 11227, 'even': 11218, 'going': 11183, 'testing': 11154, 'et': 11106, 'na': 11061, 'test': 11029, 'live': 10626, 'study': 10575, 'first': 10496, 're': 10423, 'em': 10321, 'care': 10287, 'per': 10274, 'make': 10255, 'social': 10187, 'corona': 10183, '20': 10115, 'say': 10004, 'risk': 9988, 'com': 9939, 'support': 9919, 'dirumahajalebihbaik': 9915, 'il': 9877, 'não': 9874, 'think': 9854, 'des': 9763, 'covid_19': 9700, 'the': 9613, 'well': 9517, 'also': 9511, 'right': 9508, 'response': 9465, 'read': 9338, 'spread': 9329, 'said': 9316, 'india': 9230}"
2020-05-23,"{'covid': 194693, '19': 184729, 'covid19': 157412, 'people': 43537, 'amp': 39169, 'NaN': 37952, 'new': 34940, 'cases': 34566, 'trump': 32928, 'via': 30171, 'pandemic': 29570, 'us': 27605, 'one': 24169, 'lockdown': 23404, 'virus': 23009, 'deaths': 22417, 'news': 22219, 'like': 20895, 'get': 20271, 'home': 19560, 'casos': 19147, 'time': 19039, 'may': 18504, '000': 18070, 'cummings': 17847, 'would': 16977, 'know': 16335, 'health': 16325, '2020': 15509, 'realdonaldtrump': 15191, 'death': 15191, 'could': 14768, 'china': 14626, 'world': 14468, 'government': 14459, 'go': 14219, 'di': 14133, 'day': 13831, 'need': 13661, 'si': 13624, 'patients': 13085, 'help': 12833, 'covidー19': 12807, 'see': 12789, 'many': 12315, 'still': 12304, 'crisis': 12196, 'state': 12053, 'da': 11706, 'says': 11515, 'think': 11274, 'total': 11221, '100': 11217, 'even': 11169, 'vaccine': 11117, 'today': 11058, 'positive': 11025, '10': 10973, 'right': 10854, 'take': 10790, 'good': 10782, 'please': 10735, 'going': 10677, 'country': 10670, 'et': 10597, 'pandemia': 10394, 'first': 10331, 'back': 10328, 'work': 10141, 'care': 10063, 'well': 10039, 'corona': 9976, 'spread': 9904, 'stay': 9882, '23': 9845, 'due': 9741, 'il': 9635, 'make': 9558, 'say': 9552, 'the': 9488, 'rules': 9365, 're': 9356, 'die': 9343, 'also': 9327, 'live': 9248, 'nursing': 9190, 'family': 9054, 'dominic': 8902, 'na': 8839, 'uk': 8798, 'des': 8585, 'said': 8573, 'want': 8567, 'social': 8501, 'test': 8479, '20': 8424, 'symptoms': 8354, 'let': 8326, 'look': 8270, 'way': 8266}"
2020-05-24,"{'covid': 188803, '19': 176203, 'covid19': 163204, 'people': 46126, 'new': 37752, 'amp': 37425, 'cases': 35230, 'trump': 29801, 'NaN': 29124, 'pandemic': 28823, 'via': 27866, 'us': 27786, 'deaths': 25169, '000': 23097, 'virus': 23092, 'one': 22009, 'like': 21576, 'lockdown': 20797, 'news': 20156, 'may': 18671, 'get': 18613, 'realdonaldtrump': 18253, 'casos': 18074, 'time': 17801, 'china': 16781, '100': 16070, 'death': 15910, 'would': 15601, 'day': 15328, 'know': 15112, 'health': 14982, 'world': 14684, 'home': 14616, '24': 14331, '2020': 13895, 'go': 13542, 'si': 13540, 'could': 13161, 'many': 12815, 'need': 12390, 'see': 12296, 'positive': 12167, 'cummings': 12118, 'di': 12084, 'times': 11955, 'total': 11651, 'government': 11537, 'da': 11357, 'today': 11259, 'even': 11187, 'crisis': 11095, 'still': 10969, 'country': 10923, 'patients': 10759, 'help': 10752, 'going': 10749, 'good': 10686, 'state': 10651, 'think': 10563, 'please': 10442, 'due': 10147, 'says': 10123, 'take': 10073, 'die': 10046, 'lives': 9931, 'back': 9843, 'york': 9761, 'il': 9729, 'the': 9698, 'right': 9694, 'pandemia': 9560, 'social': 9497, 'work': 9436, 'corona': 9408, 'stay': 9255, 'also': 9242, 'live': 9181, 'et': 9045, 'first': 8925, 'spread': 8913, 'vaccine': 8909, 're': 8854, 'well': 8814, 'test': 8738, 'make': 8665, 'care': 8650, 'died': 8647, 'say': 8582, 'eid': 8579, 'covidー19': 8513, 'na': 8428, 'let': 8415, 'uk': 8338, 'per': 8223, '10': 8194, 'americans': 8071, 'india': 8068, 'want': 8061, 'said': 8032, 'days': 7955}"
2020-05-25,"{'covid': 216674, '19': 204385, 'covid19': 170723, 'people': 43677, 'amp': 40585, 'new': 37798, 'cases': 36502, 'NaN': 33597, 'pandemic': 32778, 'via': 29946, 'trump': 29146, 'us': 28353, 'deaths': 23644, 'virus': 23115, 'lockdown': 22840, 'news': 22161, 'like': 21756, 'one': 21026, 'realdonaldtrump': 20228, 'day': 19756, 'casos': 19570, 'may': 19503, '000': 19502, 'get': 19140, '2020': 17192, 'time': 17159, 'health': 16878, 'would': 16390, 'china': 16231, 'world': 15860, 'know': 15549, 'si': 15287, 'home': 14891, 'cummings': 14804, 'da': 14393, 'crisis': 14393, 'death': 14109, 'di': 13388, 'go': 13301, 'could': 13205, 'need': 13129, 'see': 12778, 'pandemia': 12627, 'government': 12487, 'today': 12421, 'many': 12388, '25': 12379, 'due': 11946, 'total': 11837, 'help': 11813, 'patients': 11795, 'even': 11761, '100': 11724, 'state': 11485, 'still': 11300, 'good': 11210, 'take': 11049, 'et': 10989, 'india': 10932, 'country': 10902, 'going': 10894, 'please': 10894, 'back': 10851, 'social': 10754, 'says': 10748, 'na': 10689, 'corona': 10487, 'think': 10391, 'work': 10300, 'positive': 10230, 'live': 10181, 'il': 10174, 'die': 10062, '24': 9966, 'read': 9744, 'test': 9710, 'des': 9703, 'hospital': 9700, 'per': 9626, 'make': 9555, 'first': 9348, 'the': 9336, 'du': 9189, 'em': 9145, 'care': 9128, 'also': 9104, '10': 9061, 'mask': 8985, 'com': 8948, 're': 8930, 'right': 8864, 'well': 8832, 'covidー19': 8789, 'americans': 8782, 'want': 8759, 'stay': 8697, 'public': 8534, 'let': 8508, 'vaccine': 8489, 'said': 8438}"
2020-05-26,"{'covid': 246165, '19': 233083, 'covid19': 180498, 'amp': 44148, 'people': 42593, 'new': 41172, 'pandemic': 38675, 'NaN': 36222, 'cases': 35865, 'via': 32334, 'us': 29453, 'deaths': 27876, 'trump': 27572, 'news': 25680, 'virus': 23050, 'health': 22798, 'like': 22532, 'lockdown': 22131, '000': 21984, 'one': 21920, 'may': 21212, 'casos': 20118, 'time': 19665, 'get': 19589, '2020': 18854, 'realdonaldtrump': 18606, 'crisis': 18565, 'world': 17366, 'death': 16912, 'china': 16574, 'day': 16530, 'would': 15796, 'help': 15000, 'si': 14965, 'need': 14620, 'di': 14543, 'home': 14445, 'know': 14295, 'government': 14051, 'da': 13805, 'today': 13742, 'could': 13294, 'due': 13142, 'see': 13032, 'many': 12941, '100': 12791, 'still': 12784, 'go': 12763, 'work': 12632, 'total': 12609, 'state': 12476, 'pandemia': 12354, '26': 12323, 'back': 12203, 'test': 12173, 'patients': 11891, 'even': 11876, 'vaccine': 11771, 'et': 11702, 'cummings': 11670, 'says': 11621, 'read': 11617, 'live': 11458, 'good': 11458, 'first': 11249, 'please': 11156, 'na': 11154, 'going': 11055, 'positive': 11055, 'care': 11011, 'take': 10939, 'social': 10827, 'india': 10524, '10': 10504, 'il': 10370, 'think': 10349, 'testing': 10336, 'per': 10294, 're': 10253, 'covid_19': 10193, 'uk': 10171, 'country': 10146, 'corona': 10103, 'des': 9973, 'hospital': 9910, 'also': 9694, 'public': 9691, 'make': 9685, 'response': 9478, 'the': 9475, 'said': 9281, 'du': 9241, 'well': 9218, 'em': 9216, 'die': 9197, 'right': 9115, 'support': 9102, 'want': 9086, 'say': 9078, 'mask': 9041}"
2020-05-27,"{'covid': 253685, '19': 240133, 'covid19': 199356, 'amp': 46789, 'new': 44207, 'people': 43147, 'pandemic': 40528, 'cases': 36849, 'via': 33280, 'us': 32678, 'deaths': 32090, '000': 29722, 'NaN': 28761, 'trump': 27341, 'news': 25336, 'health': 23444, 'virus': 22550, 'like': 22550, 'one': 22361, 'may': 21433, 'realdonaldtrump': 21270, 'get': 20662, '100': 20627, 'crisis': 20018, 'casos': 20003, 'time': 19806, '2020': 19233, 'lockdown': 18525, 'world': 17809, 'help': 17244, 'death': 16624, 'di': 16229, 'would': 16000, 'need': 15966, 'today': 15071, 'know': 15065, 'china': 14450, 'home': 14424, 'could': 14100, 'si': 14099, 'government': 13861, 'due': 13792, 'day': 13765, 'pandemia': 13751, 'da': 13363, 'work': 13338, 'test': 13012, 'many': 12907, 'see': 12844, 'state': 12820, 'go': 12805, '27': 12780, 'says': 12684, 'total': 12655, 'still': 12589, 'read': 12517, 'please': 12194, 'et': 12188, 'patients': 12001, 'back': 11738, 'take': 11720, 'na': 11643, 'even': 11393, 'care': 11344, 'positive': 11267, 'live': 11210, 'good': 11182, 'country': 10840, 'covid_19': 10817, '10': 10749, 'going': 10743, 're': 10742, 'first': 10674, 'corona': 10668, 'response': 10644, 'social': 10517, 'per': 10419, 'testing': 10291, 'public': 10082, 'il': 10046, 'uk': 10045, 'the': 9947, 'support': 9905, 'des': 9884, 'india': 9863, 'americans': 9845, 'also': 9785, 'think': 9744, 'make': 9724, 'said': 9610, 'hospital': 9560, 'du': 9512, 'well': 9371, 'vaccine': 9343, 'way': 9164, 'want': 9118, 'states': 9068, 'say': 8866, 'right': 8845, 'mask': 8816}"
2020-05-28,"{'covid': 226260, '19': 213401, 'covid19': 193765, 'amp': 42914, 'people': 42383, 'new': 41870, 'pandemic': 35656, 'NaN': 34332, 'cases': 33997, 'deaths': 33645, 'us': 31961, '000': 31941, 'via': 30605, 'trump': 27039, '100': 24012, 'news': 22315, 'virus': 20732, 'one': 20558, 'health': 20402, 'lockdown': 20177, 'like': 20096, 'may': 19967, 'realdonaldtrump': 19744, 'get': 19382, 'death': 18296, 'crisis': 18151, 'casos': 17566, 'world': 17516, '2020': 17464, 'time': 17413, 'di': 16323, 'help': 15421, 'would': 15245, 'read': 14373, 'need': 14343, 'know': 14225, 'government': 14060, 'today': 13654, 'still': 13485, 'could': 13168, 'na': 13080, 'state': 12960, 'home': 12867, 'china': 12711, 'many': 12611, 'due': 12560, 'test': 12530, 'go': 12395, 'si': 12158, 'work': 12043, 'day': 12034, 'total': 11991, 'positive': 11855, 'patients': 11814, 'see': 11757, 'care': 11677, 'pandemia': 11647, 'uk': 11571, 'please': 11442, 'even': 10964, 'da': 10945, '28': 10943, 'et': 10689, 'take': 10657, 'back': 10573, 'good': 10487, 'going': 10423, 'live': 10352, 'says': 10286, 'normal': 10259, 'country': 10172, 're': 10144, 'social': 9935, 'testing': 9854, 'per': 9566, 'support': 9395, 'americans': 9331, 'right': 9327, 'corona': 9249, 'make': 9218, 'number': 9207, 'say': 9199, 'first': 9161, 'india': 9105, 'public': 9069, 'response': 9066, '10': 9032, 'also': 8990, 'des': 8982, 'well': 8968, 'du': 8944, 'think': 8903, 'il': 8851, 'covid_19': 8625, 'die': 8514, 'want': 8491, 'must': 8444, 'said': 8375, 'data': 8370, 'way': 8330}"
2020-05-29,"{'covid': 225451, '19': 213041, 'covid19': 179791, 'amp': 41520, 'people': 41517, 'new': 41028, 'cases': 35050, 'pandemic': 34898, 'NaN': 32426, 'us': 28953, '2020': 28905, 'trump': 28613, 'via': 27689, 'deaths': 23766, 'news': 22635, 'virus': 20781, 'like': 20516, 'one': 20115, 'health': 20047, 'world': 18716, 'may': 18505, 'casos': 18464, 'get': 17839, '000': 17815, 'lockdown': 17807, 'realdonaldtrump': 17093, 'china': 16763, 'time': 16460, 'crisis': 15749, 'di': 15184, 'help': 15174, 'see': 14784, 'na': 14075, 'need': 13865, 'know': 13359, 'still': 13237, 'death': 13085, 'would': 13040, 'si': 13006, 'today': 12864, 'due': 12383, 'government': 12324, 'da': 12232, 'work': 12114, 'test': 12106, 'patients': 11932, 'going': 11920, 'pandemia': 11871, 'care': 11839, 'india': 11839, 'please': 11832, 'day': 11807, 'could': 11750, 'go': 11737, 'read': 11732, 'home': 11708, 'many': 11445, 'total': 11350, 'state': 11111, 'says': 11068, 'back': 11003, 'even': 10976, '29': 10671, 'positive': 10454, 'corona': 10312, 'take': 10261, 'make': 10142, 'good': 10047, 'social': 10035, 'country': 9959, 're': 9945, '100': 9901, 'et': 9849, 'live': 9771, 'support': 9610, 'right': 9340, 'the': 9296, 'first': 9145, 'also': 9107, 'testing': 8974, 'public': 8926, 'response': 8822, 'think': 8771, 'il': 8748, 'per': 8673, 'uk': 8629, 'well': 8500, 'year': 8481, 'des': 8413, 'masks': 8380, 'spread': 8271, 'want': 8264, 'normal': 8237, '10': 8214, 'die': 8177, 'way': 8168, 'said': 8165, 'days': 8108, 'let': 8086, 'really': 8014}"
2020-05-30,"{'covid': 185472, '19': 175263, 'covid19': 160344, 'people': 38883, 'amp': 35378, 'cases': 34549, 'new': 30819, 'pandemic': 26168, 'trump': 23544, 'us': 23018, 'lockdown': 22099, '2020': 21981, 'via': 21954, 'virus': 21185, 'deaths': 20107, 'news': 18913, 'like': 18596, 'one': 17940, 'casos': 17673, 'get': 15846, 'world': 15467, 'may': 15167, 'time': 15045, 'health': 15002, '30': 14014, 'china': 13797, 'si': 13759, 'di': 13452, 'india': 13383, 'see': 12952, '000': 12941, 'death': 12530, 'realdonaldtrump': 12179, 'positive': 11961, 'still': 11944, 'crisis': 11639, 'total': 11477, 'need': 11345, 'day': 11343, 'know': 11314, 'going': 11078, 'help': 10894, 'would': 10858, 'government': 10632, 'please': 10599, 'go': 10453, 'da': 10411, 'corona': 9855, 'many': 9821, 'home': 9799, 'social': 9799, 'country': 9786, 'na': 9767, 'could': 9765, 'back': 9750, 'pandemia': 9433, 'even': 9213, 'due': 9196, 'today': 9190, 'test': 9084, 'il': 9038, 'right': 8879, 'state': 8664, 'uk': 8645, 'think': 8464, 'work': 8391, 'patients': 8337, '10': 8321, 'good': 8309, 'NaN': 8283, 'take': 8215, 'usa': 8164, 'also': 8142, 'et': 8092, 'well': 8020, 're': 7958, 'america': 7872, 'die': 7568, 'the': 7553, 'spread': 7498, 'says': 7357, 'protests': 7326, 'care': 7274, 'make': 7273, '24': 7240, 'read': 7219, 'per': 7194, 'first': 7156, 'want': 7120, 'live': 7103, 'let': 6993, 'des': 6970, 'said': 6903, 'say': 6840, 'black': 6825, 'way': 6813, 'really': 6588, 'last': 6588, '100': 6569, 'best': 6548}"
2020-05-31,"{'covid': 175614, '19': 165413, 'covid19': 156450, 'people': 41574, 'cases': 35599, 'amp': 32775, 'new': 30795, 'pandemic': 24137, 'us': 23491, 'trump': 23027, 'virus': 19610, 'lockdown': 19209, '2020': 18751, 'deaths': 18676, 'via': 18247, 'like': 18210, 'news': 17663, 'one': 16889, 'casos': 16672, 'get': 15724, 'may': 15117, 'world': 14388, '000': 14100, 'time': 14064, 'health': 13510, 'di': 12785, 'si': 12579, 'still': 12472, 'country': 12011, 'know': 11492, 'going': 11381, 'please': 11353, 'see': 11333, 'realdonaldtrump': 11295, 'total': 11230, 'day': 10927, 'death': 10875, 'india': 10864, 'go': 10857, 'need': 10760, 'government': 10745, 'would': 10632, 'na': 10587, 'crisis': 10515, 'help': 10364, 'da': 10202, 'many': 10038, 'il': 10001, 'social': 9882, 'due': 9725, 'home': 9587, '31': 9543, 'back': 9480, 'china': 9476, 'corona': 9392, 'could': 9388, 'protests': 9385, 'positive': 9347, 'america': 9231, 'even': 9105, 'pandemia': 8919, 'usa': 8904, 'today': 8771, 'right': 8707, '30': 8633, 'think': 8541, 'police': 8342, 'black': 8308, 'good': 8299, 'state': 8155, 'read': 8050, 'also': 8037, 'take': 8000, 'test': 7948, 'let': 7784, 'work': 7685, 'want': 7634, 'uk': 7626, 're': 7616, 'NaN': 7516, 'spread': 7485, 'make': 7407, 'et': 7402, 'stay': 7378, 'way': 7307, 'live': 7161, 'gt': 7150, 'riots': 7128, 'well': 7032, 'testing': 7007, '10': 6995, 'the': 6987, 'care': 6969, 'per': 6908, 'first': 6882, 'public': 6812, 'die': 6767, 'kiitkissfightscovid19': 6744, 'safe': 6721, 'much': 6700}"
